filename,event_labels
29_001929.wav,3-1;3
29_001974.wav,5;2;7-X;2-X;7;5-2
29_002045.wav,1-3;1
29_002060.wav,1-2;7-1;1;7
29_002085.wav,7-1;7
29_002108.wav,7-X;7;1-2;1-1;1;7-1
29_002193.wav,5;7-1;7;5-3
29_002351.wav,2;7-X;4;7;4-3;2-2
29_002411.wav,7-2;7;6-1;7-3;6
29_002418.wav,3-1;3
29_002448.wav,1-3;2;2-X;2-1;1-X;1
29_002513.wav,5;5-3
29_002774.wav,6-2;6
29_002792.wav,7-1;7
29_002903.wav,1-2;5-4;1;5
29_002937.wav,6;7-1;7;6-X
29_002950.wav,7-1;7;7-X
29_002954.wav,1-X;1;3-1;3
29_002981.wav,2-X;2
29_003088.wav,5;5-3;7;5-1;7-1
29_003101.wav,4-1;5-4;5;4
29_003333.wav,4-1;4;2;2-2
29_003365.wav,5;4;4-2;4-1;5-4
29_003487.wav,1-3;1
29_003516.wav,5;5-3
29_003722.wav,4-X;4;4-3;1-1;4-1;1
29_003761.wav,2;4;4-3;2-3;2-2
29_003794.wav,7-1;7;7-X
29_003837.wav,5-4;5;5-3
29_003849.wav,1-3;7-X;7;1;7-1
29_003872.wav,1-3;6-X;7;1;7-1;6
29_003875.wav,7-1;7
29_003899.wav,4-X;4;3;4-1;3-1
29_003932.wav,7-X;7;3;7-1;3-1
29_003948.wav,2;7-2;2-X;7;7-1
29_004048.wav,4-1;4;4-2
29_004150.wav,1-3;2;2-X;1-2;1-X;1
29_004153.wav,5-4;1-3;1;5
29_004170.wav,5;5-3
29_004242.wav,1-3;5;5-3;7;6-1;1;7-1;6
29_004327.wav,7-2;4-X;4;7;3;7-1;3-1
29_004329.wav,1-3;5;7;5-1;1;7-1
29_004393.wav,4-X;4;1-1;1-X;1
29_004419.wav,3-1;3
29_004442.wav,1-3;1;2-X;2
29_004507.wav,1-2;5;1;5-X
29_004627.wav,7-4;7-2;7
29_004656.wav,5-4;7-1;5;7
29_004672.wav,4-X;4;4-2
29_004781.wav,6;6-X
29_004792.wav,1-3;1;7;7-X
29_004830.wav,5;4-X;4;1-2;4-1;5-4;1
29_004887.wav,5-4;5;2;2-4
29_004969.wav,4-1;4-X;4
29_004997.wav,1-3;4;7;4-1;1;7-1
29_005012.wav,7-3;7-1;7-2;7
29_005020.wav,4-1;1-1;1;4
29_005022.wav,5;1-3;7;3;1-2;5-4;1;7-1;3-1
29_005029.wav,7-1;7
29_005045.wav,7-X;4;7;4-2;3;7-1;3-1
29_005051.wav,7-X;7;1-2;1;7-1
29_005052.wav,7-1;7-2;7
29_005151.wav,6;7-2;6-X;7;7-1;6-1
29_005257.wav,1-3;7-X;7;1;7-1
29_005278.wav,7-1;7-X;7
29_005317.wav,1-3;2;2-X;1-X;1
29_005352.wav,7-2;7;1;1-X;7-1
29_005376.wav,2;6-X;2-X;7;7-1;6
29_005396.wav,3-1;3
29_005474.wav,4;7;4-2;4-3;4-1;7-1
29_005527.wav,4-1;4-X;4
29_005564.wav,7-2;7-X;7;1-1;1;7-1
29_005565.wav,1-3;7-2;7;1;7-1
29_005579.wav,1-3;1
29_005588.wav,5-4;7-1;5;7
29_005620.wav,5;7-4;7;5-1
29_005643.wav,6-X;7;6-1;7-1;6
29_005650.wav,1-3;1;2;2-2
29_005684.wav,2;2-2
29_005696.wav,2-X;1-3;1;2
29_005750.wav,7-1;7-3;7
29_005777.wav,7-1;7;3-1;3
29_005802.wav,1-3;5;7;5-4;1;7-1
29_005842.wav,6-3;6-X;7;6-1;7-1;6
29_005868.wav,1-3;1;7-2;7
29_005903.wav,1-3;1;7;7-X
29_005932.wav,6-X;7;6-1;7-1;6
29_005975.wav,4-1;4
29_005994.wav,4-1;1-1;1;4
29_006009.wav,4;4-2;1-1;4-1;1
29_006025.wav,4-1;4
29_006132.wav,7-1;7;3-1;3
29_006150.wav,7-2;7
29_006194.wav,1-3;7-2;7;1;7-1
29_006230.wav,5;7-X;7;5-1;7-1;5-2
29_006278.wav,1-2;1-3;1
29_006281.wav,1-3;1
29_006286.wav,4-1;4-X;4;4-2
29_006332.wav,7-1;7
29_006336.wav,7-3;7-1;7-2;7
29_006342.wav,5-4;5;7-2;7
29_006377.wav,3-1;3
29_006444.wav,5;7-2;2;6-X;5-3;7;3;2-1;3-1;6
29_006480.wav,1-2;1
29_006521.wav,7-1;7;3-1;3
29_006562.wav,4-1;4-X;4
29_006574.wav,1-2;1;7-1;7
29_006575.wav,5;5-3
29_006622.wav,7;7-X
29_006663.wav,1-2;1-3;1;1-X
29_006780.wav,5-4;5;5-2
29_006800.wav,4-X;4;1-2;4-1;1
29_006841.wav,5-1;6;5;6-1
29_006846.wav,6;6-X
29_006858.wav,4-X;4;4-3;3;1-X;1;3-1
29_006862.wav,1-3;5;4;4-3;5-4;1
29_006873.wav,4;4-2
29_006895.wav,2-X;2
29_006896.wav,3-1;3
29_007075.wav,7-1;7
29_007076.wav,5;3;6-1;5-4;3-1;6
29_007113.wav,1-X;4-1;1;4
29_007159.wav,5;5-3
29_007165.wav,7;7-X
29_007203.wav,4-1;1-1;1;4
29_007206.wav,5;7-2;7;5-3
29_007214.wav,1-3;2;2-3;1;2-2
29_007275.wav,4-1;1-1;1;4
29_007277.wav,2;4-X;4;2-1;4-2;3;4-1;3-1
29_007356.wav,7-1;7
29_007376.wav,7-1;7;7-X
29_007385.wav,4-1;1-1;1;4
29_007453.wav,1-1;1
29_007494.wav,6-1;6-3;6
29_007542.wav,4-1;4;4-2;4-3
29_007675.wav,1-3;1
29_007709.wav,1-3;5;7;1;5-4;7-1
29_007720.wav,1-3;5-4;5;1
29_007733.wav,7-X;7-2;7
29_007747.wav,4-1;4;4-2
29_007763.wav,7-1;7
29_007799.wav,6;6-1
29_007825.wav,4-1;4
29_007864.wav,4-1;1-1;1;4
29_007944.wav,6-X;7;1-2;1;7-1;6
29_007966.wav,7-X;7;1-2;1;7-1
29_007989.wav,1-X;1-3;1
29_007991.wav,7-1;7
29_007998.wav,6;6-1
29_008005.wav,5;7;7-X;5-1
29_008044.wav,1-3;2;7;2-4;1-2;1;7-1
29_008140.wav,2;2-X;4;4-3;4-1
29_008336.wav,1-2;1-3;1;1-1
29_008361.wav,4-1;1-1;1;4
29_008451.wav,1-2;1;3-1;3
29_008487.wav,7-1;7
29_008539.wav,1-2;1-3;1
29_008564.wav,2;2-X;4-X;4;4-2;4-1
29_008582.wav,5;7-2;7-X;5-X;7;7-1
29_008601.wav,4-1;4;4-2;4-3
29_008617.wav,7-2;7-X;7;8-1;8
29_008623.wav,7-1;7
29_008692.wav,5;5-X
29_008718.wav,1-2;6;1;6-X
29_008722.wav,6;6-X
29_008765.wav,1-3;5-4;5;1
29_008766.wav,1-1;1;4-X;4
29_008797.wav,5;5-3
29_008857.wav,5;5-3;7;5-1;7-1
29_008980.wav,1-1;1
29_009006.wav,7-2;6-X;7;3;6-1;7-1;3-1;6
29_009058.wav,4-X;4;1-1;4-1;1
29_009081.wav,2;2-2
29_009151.wav,1-1;7-1;1;7
29_009222.wav,1-3;7-X;7;1-2;1;7-1
29_009270.wav,1-3;7;3;1;7-1;3-1
29_009344.wav,7;1-2;8-1;1;7-1;8
29_009373.wav,1-2;1
29_009390.wav,7-1;7-2;7
29_009421.wav,7;3;1-2;1;1-X;7-1;3-1
29_009436.wav,1-2;1
29_009469.wav,6-2;5;5-3;7;7-1;6
29_009571.wav,4-1;4
29_009574.wav,4-X;4;4-2
29_009579.wav,7-1;7
29_009596.wav,4-1;4;4-2
29_009612.wav,4-1;4-X;4
29_009627.wav,5;7-1;7;5-3
29_009628.wav,7-1;7
29_009667.wav,1-2;1;3-1;3
29_009681.wav,1-3;5;7;5-1;1;5-4;7-1
29_009703.wav,1-2;1;3-1;3
29_009744.wav,8-1;8
29_009753.wav,7;7-X
29_009770.wav,1-X;5;1;5-3
29_009817.wav,5;7-1;7;5-1
29_009856.wav,1-3;7;1-2;1;7-1
29_009860.wav,1-3;1;3-1;3
29_009865.wav,4-1;4;4-2
29_009902.wav,7;1-2;1;1-X;7-1
29_009965.wav,7-1;7
29_010005.wav,1-2;1-1;1
29_010006.wav,7-2;7-X;7;3;8-1;7-1;8;3-1
29_010008.wav,6-3;6-X;7;7-1;6
29_010086.wav,7-1;7
29_010091.wav,2;4;4-3;1-1;2-3;1
29_010100.wav,4-1;4-X;4;4-3
29_010136.wav,4-1;1-1;1;4
29_010150.wav,5;5-3;7;3;7-1;3-1
29_010187.wav,1-1;1;2-X;2
29_010200.wav,1-2;1-1;1
29_010207.wav,3-1;3
29_010263.wav,5;5-3
29_010324.wav,7-1;7
29_010400.wav,6-2;1-3;5;6-3;5-X;4;2-1;2-4;1-X;8-1;7-1;8;2-2;6-1;7;4-3;5-1;2-3;1;3-1;2;5-3;2-X;4-X;4-2;5-4;5-2;6;6-X;3;1-2;1-1;4-1
29_010442.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
29_010443.wav,1-2;1;3-1;3
29_010605.wav,1-2;2-X;1;2
29_010625.wav,7-1;7
29_010635.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
29_010704.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;1;7-4;2;5-3;4-X;4-2;5-4;5-2;6;7-2;6-X;1-2;1-1;4-1;7-3
29_010720.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;2-2;6-1;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
29_010795.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
29_010869.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
29_010886.wav,7-1;7-2;7
29_010905.wav,1-X;1
29_010927.wav,5;7-1;7;5-3
29_010959.wav,1-2;1;7-1;7
29_010988.wav,5;7-2;7;5-1;1-2;1;7-1
29_010993.wav,1-2;1-1;1
29_011016.wav,7-1;7-2;7
29_011022.wav,7-X;7;8-1;1;1-X;7-1;8
29_011047.wav,7-1;7
29_011061.wav,1-2;1;1-X
29_011081.wav,7-2;7;3;1-2;1;7-1;3-1
29_011107.wav,7-1;7;3-1;3
29_011144.wav,1-3;6;1;6-1
29_011162.wav,1-X;1-3;1
29_011174.wav,5;2;7-2;2-X;5-X;7;5-1
29_011197.wav,1-2;1
29_011217.wav,1-1;1;4;4-2
29_011219.wav,5;7;5-1;1;1-X;7-1
29_011269.wav,1-2;8-1;1-X;1;8
29_011271.wav,1-3;6-X;7;6-1;1;7-1;6
29_011308.wav,6-2;5;6-X;5-1;6-1;6
29_011332.wav,6;7-1;7;6-1
29_011336.wav,3;1-2;1-1;1;3-1
29_011367.wav,7-1;7-2;7
29_011414.wav,5-4;5;5-2;5-X
29_011455.wav,7-1;7;7-X
29_011481.wav,5;5-3
29_011491.wav,7;1-2;1-1;1;7-1
29_011614.wav,6-2;5;6-X;7;5-1;7-1;6
29_011632.wav,1-X;1
29_011668.wav,1-3;5;5-1;1-2;1
29_011682.wav,5;3;3-1;5-1
29_011704.wav,7-1;7
29_011743.wav,2;2-X;7;1-2;1;7-1
29_011810.wav,2;7-2;2-1;7;1-X;1
29_011837.wav,5;7-1;7;5-1
29_011917.wav,7-1;7
29_011986.wav,5;7;5-1;7-1;7-3
29_012012.wav,7;3;1-2;1;7-1;3-1
29_012035.wav,1-1;1;4;4-3
29_012044.wav,7;7-2;3-1;3
29_012063.wav,6-2;2;6-X;2-X;3;3-1;6
29_012069.wav,2-3;2;2-2
29_012133.wav,1-3;1
29_012153.wav,1-3;7-X;7;1-2;1;7-1
29_012164.wav,5;5-3;5-X;5-1;3;3-1
29_012176.wav,1-X;1-3;1
29_012180.wav,6-3;7;6-1;7-1;7-3;6
29_012290.wav,3-1;3
29_012301.wav,5;5-X;1-X;1;5-2
29_012304.wav,3-1;3
29_012426.wav,7-1;7-2;7
29_012450.wav,6-3;2;2-1;6
29_012460.wav,6-2;7-1;7;6
29_012558.wav,1-3;7;1-X;1;7-1
29_012694.wav,1-2;1
29_012749.wav,1-1;1;3-1;3
29_012766.wav,7-1;7;7-X
29_012846.wav,1-X;5;1;5-3
29_012861.wav,1-3;7;3;1-2;1;7-1;3-1
29_012895.wav,5;7-2;7-X;5-X;7;1-2;1
29_012946.wav,3-1;3
29_012959.wav,1-3;2;6-X;2-2;1;6
29_013005.wav,7;7-3;7-X
29_013031.wav,7-2;7
29_013066.wav,1-2;1-3;1
29_013070.wav,2-X;7-1;2;7
29_013075.wav,2;2-4;1-1;1;2-2
29_013115.wav,1-2;1;3-1;3
29_013121.wav,4-1;1-1;1;4
29_013137.wav,1-1;1;4;4-2
29_013183.wav,5;3;1-2;5-4;1;5-2;3-1
29_013226.wav,7-2;7
29_013239.wav,7-1;7-2;7
29_013250.wav,7-1;7-2;7
29_013322.wav,5;3;3-1;5-1
29_013383.wav,5;7-X;7;5-1;7-1
29_013411.wav,1-3;2;7-X;2-X;7;1;7-1
29_013494.wav,5;7-1;7;5-3
29_013499.wav,1-3;1
29_013507.wav,7-1;7
29_013512.wav,3-1;3
29_013514.wav,6;6-X;6-1
29_013523.wav,7-1;7-2;7
29_013573.wav,7-1;7
29_013600.wav,5;7-1;7;5-1
29_013602.wav,1-X;1-1;1;1-2
29_013622.wav,6-2;1-1;1;6
29_013670.wav,7-1;7-X;7
29_013686.wav,6;7-1;7;6-1
29_013715.wav,1-2;1-3;1
29_013719.wav,1-2;1
29_016307.wav,6-2;6-1;1-1;1;6
29_016309.wav,1-1;7-1;1;7
29_016413.wav,7-1;7-2;7
29_016443.wav,6-2;7-2;7;6-1;7-3;6
29_016457.wav,6-2;5;6-X;5-3;6
29_016472.wav,7-1;7
29_016487.wav,2;2-4
29_016532.wav,4-1;4
29_016568.wav,6;7;1;1-X;7-1;6-1
29_016598.wav,8-1;7-1;8;7
29_016603.wav,6;7-1;7;6-1
29_016625.wav,1-2;7-1;1;7
29_016647.wav,7-1;7;7-X
29_016661.wav,5;6-X;7;5-1;7-1;6
29_016670.wav,5-4;5;5-X
29_016673.wav,1-2;1
29_016727.wav,2;7-2;7;3;7-1;3-1;2-2
29_016734.wav,1-3;5;3;1-1;1-X;5-4;1;3-1
29_016745.wav,1-2;1-3;1
29_016757.wav,7-X;6-X;7;6-1;1-X;1;6
29_016789.wav,1-3;1;2;2-1
29_016809.wav,2;2-X;3;1-2;1;3-1;2-2
29_016849.wav,1-3;1;2;2-2
29_016859.wav,1-3;7-2;7;1;7-1
29_016860.wav,5;7-1;7;5-3
29_016872.wav,6-2;6;6-X;6-1
29_016929.wav,6-X;7;6-1;7-1;6
29_016962.wav,4;4-2;4-3;1-1;4-1;1
29_016969.wav,4;4-2;1-1;4-1;1
29_016971.wav,5;6;1-3;6-X;5-1;1-2;3;1;3-1;6-1
29_016982.wav,7-1;7-X;7-2;7
29_017019.wav,6;6-X;7;7-1;6-1
29_017041.wav,1-1;7-1;1;7
29_017058.wav,6;6-X;6-1
29_017077.wav,4-1;7-1;4;7
29_017078.wav,7-2;6-X;7;7-1;6
29_017108.wav,5;5-X;7;3;7-1;3-1
29_017187.wav,2-X;2;7-3;7
29_017197.wav,7-1;7-X;7
29_017199.wav,5;3;3-1;5-3
29_017211.wav,6-2;6-X;1-2;1;6
29_017223.wav,7-1;7;3-1;3
29_017231.wav,2-3;2;2-2
29_017248.wav,4-1;4;4-2
29_017261.wav,5;2;2-X;5-1;2-4
29_017275.wav,4;7;4-2;4-1;7-1
29_017288.wav,5-1;6;5;6-1
29_017314.wav,7-1;7
29_017323.wav,5;5-1
29_017391.wav,7-2;7;1-2;1;7-1
29_017402.wav,5;6;7-2;7;5-1;6-1
29_017420.wav,4-X;4;4-2
29_017427.wav,5;7-1;7;5-1
29_017448.wav,7-1;7
29_017449.wav,6-2;6-X;7;7-3;6
29_017484.wav,2-3;7-1;2;7
29_017493.wav,4-1;1;4;1-2
29_017519.wav,7-X;7;1-2;1;7-1
29_017567.wav,5;7-4;7-2;7;5-1;1;1-X;7-1
29_017581.wav,2;2-1;2-4
29_017588.wav,6-2;6
29_017647.wav,5;2;5-3;7;1-2;5-4;1;7-1;2-2
29_017664.wav,5-4;5;5-X
29_017677.wav,1-2;1-1;1
29_017678.wav,6-2;7-2;7;6-1;6
29_017687.wav,5;2;1-2;5-4;1;2-2
29_017699.wav,1-X;1;6;6-1
29_017732.wav,1-2;5;1;5-1
29_017767.wav,2-X;2;2-2
29_017800.wav,6-1;6;6-X
29_017803.wav,7-1;7-X;7
29_017836.wav,7-1;7
29_017852.wav,5;7-1;7;5-1
29_017853.wav,5-4;5
29_017889.wav,1-3;6;7-4;5;6-X;5-X;7;3;1;3-1;6-1
29_017894.wav,5;5-3;7;5-1;7-3
29_017895.wav,6;7;7-X;6-1
29_017896.wav,6;6-3;6-1
29_017903.wav,1-3;2;4-X;4;2-1;4-2;1
29_017914.wav,1-X;7-1;1;7
29_017936.wav,1-2;5;1;5-1
29_017961.wav,7-1;7-X;7-2;7
29_017962.wav,7-1;7
29_018012.wav,7-1;7
29_018029.wav,8-1;7-1;8;7
29_018034.wav,1-2;1-1;1
29_018040.wav,6-1;6;6-X
29_018061.wav,3-1;7-2;7;3
29_018087.wav,4;4-2
29_018172.wav,1-2;1;2;2-2
29_018237.wav,4-X;4;7;4-2;6-1;4-1;7-1;6
29_018244.wav,6;6-X;6-1
29_018276.wav,1-3;1
29_018302.wav,2;4-X;4;2-1;4-1
29_018306.wav,1-3;5;5-X;5-4;1
29_018341.wav,5;5-1
29_018398.wav,4-X;4;7-2;7
29_018419.wav,3-1;3
29_018430.wav,6-X;7;3;1-2;1-1;6-1;1;7-1;3-1;6
29_018437.wav,5;7;3;5-4;7-1;3-1
29_018448.wav,7-2;6-X;7;3;7-1;3-1;6
29_018486.wav,1-3;1-2;1-1;1-X;1
29_018498.wav,7-1;7;7-X
29_018531.wav,7-1;7-4;7
29_018538.wav,6-X;3;1-X;1;3-1;6
29_018612.wav,1-3;5;4-X;4;1-2;4-1;5-4;1
29_018655.wav,5;6;2;7-2;5-3;2-X;7;6-1
29_018657.wav,2;4-X;4;2-4;4-1
29_018663.wav,5;1-3;7-2;7-X;7;5-1;1-2;1;7-1
29_018670.wav,6-1;5;6;5-1
29_018674.wav,1-3;5;4;4-2;5-4;1
29_018675.wav,6;6-1
29_018680.wav,1-X;1
29_018732.wav,7-X;7;1-2;1-1;1
29_018749.wav,1-2;1-1;1;1-3
29_018757.wav,7-1;7
29_018763.wav,6-2;1-3;6-X;1-2;6-1;1;6
29_018768.wav,1-3;2;2-X;4-X;4;1
29_018821.wav,1-3;5;4-X;4;4-2;1-1;5-4;1
29_018844.wav,5;5-1
29_018893.wav,5;2;2-X;7;5-4;7-1
29_018928.wav,5;6;6-X;5-X;7;5-1;7-1;6-1
29_018932.wav,6;3;3-1;6-1
29_018954.wav,1-3;1-1;1
29_018995.wav,5;6-X;7;5-1;7-1;6
29_019001.wav,5;2;2-X;5-X;3;3-1
29_019019.wav,4;4-2;4-3
29_019046.wav,1-3;5;7-2;7;1;5-2
29_019052.wav,1-3;1;2;2-2
29_019086.wav,1-2;1;3-1;3
29_019101.wav,6;6-X
29_019137.wav,6-X;7;6-1;7-1;6
29_019175.wav,1-3;1;1-1
29_019213.wav,6-1;6;6-X
29_019225.wav,4-1;4
29_019232.wav,5;7-1;7;5-1
29_019280.wav,6-2;3;1-2;1;3-1;6
29_019282.wav,1-3;1;3-1;3
29_019287.wav,1-3;3;1-X;1;3-1
29_019297.wav,2;2-X;4-X;4;4-1
29_019327.wav,5;2;1-2;2-3;5-4;1
29_019346.wav,6-2;5;4-X;4;5-1;6
29_019347.wav,2;3;1-2;2-3;1;3-1
29_019404.wav,5;5-3;6-1;5-4;6
29_019425.wav,1-3;7-2;7;6-1;1;7-1;6
29_019454.wav,3;4;3-1;4-2
29_019456.wav,4-1;4;4-2
29_019457.wav,7-1;7
29_019462.wav,2-2;4;2;4-2
29_019480.wav,4-1;1-1;1;4
29_019513.wav,7-1;7
29_019576.wav,5;2;2-X;4-X;4;5-1;5-4
29_019608.wav,6-2;7;3;7-1;3-1;6
29_019730.wav,5;5-1
29_019736.wav,3;1-2;1-X;1;3-1
29_019774.wav,6-2;7-2;7;1-2;1;6
29_019780.wav,7;7-2;3-1;3
29_019822.wav,5;7-1;5-2;7
29_019950.wav,5;7-4;7;6-1;5-4;7-3;6
29_019970.wav,2;2-X;4;4-2;4-1
29_020041.wav,7-1;7
29_020045.wav,5;5-1
29_020055.wav,6-X;1-2;6-1;1;6
29_020064.wav,7-2;7;1-2;1;7-1
29_020065.wav,6-2;1-3;7-2;7;1-2;1;7-1;6
29_020068.wav,7-1;7
29_020070.wav,5;1-3;6;5-1;1-2;1;6-1
29_020116.wav,5;7-1;7;5-1
29_020154.wav,5;6;5-3;6-1
29_020178.wav,2-X;4;2;4-2
29_020181.wav,6-2;6;6-X;4;4-2;6-1
29_020193.wav,6;7;3;7-1;3-1;6-1
29_020198.wav,1-2;1-3;1
29_020219.wav,5-4;5
29_020222.wav,6;6-1
29_020228.wav,6-1;6;6-X
29_020238.wav,6;7-2;7;6-X
29_020311.wav,8-1;7-1;8;7
29_020315.wav,4-1;4;4-3
29_020349.wav,6;6-X;6-1
29_020356.wav,2;2-X;1-2;1-1;1;2-2
29_020388.wav,4-1;4;4-2
29_020392.wav,6-2;6;6-X
29_020420.wav,2;2-X;1-1;2-3;1
29_020444.wav,5;7;5-1;3;7-1;7-3;3-1
29_020457.wav,1-X;1-3;1
29_020467.wav,5;5-1
29_020484.wav,4-1;5-4;5;4
29_020531.wav,4-X;4;7;4-1;7-1
29_020553.wav,7-1;7
29_020564.wav,2;1-2;1-1;1;2-2
29_020603.wav,4-X;4;1-2;4-1;1
29_020636.wav,4-X;4;7;1-1;1;4-1;7-1
29_020649.wav,2;2-X;4;2-1;4-3;1-2;1
29_020665.wav,2;2-X;4-X;4;7;7-1
29_020681.wav,1-3;5;2;6-X;2-X;5-X;7;1;7-1;6
29_020731.wav,4-X;4;7;1-1;4-1;1;7-1
29_020732.wav,6;7-3;7;6-X
29_020764.wav,2-X;4;2;4-2
29_020804.wav,1-X;4-1;1;4
30_000662.wav,1-3;2;2-X;1-X;1
30_000844.wav,1-2;1;2;2-1
30_000896.wav,1-3;1
30_000899.wav,1-3;5;2;2-1;5-1;1-2;1
30_000981.wav,1-3;1-1;1
30_001132.wav,1-3;2;2-1;1-2;1
30_001653.wav,1-3;5;5-1;1-2;1
30_001738.wav,7;1-1;1;1-X;7-1
30_001944.wav,1-2;1-3;1
30_002065.wav,5;1-3;7-X;5-X;7;5-1;1-2;1
30_002126.wav,1-3;5;7;5-1;1-2;1;7-1
30_002128.wav,1-3;1;2;2-3
30_002142.wav,5-4;1-3;1;5
30_002246.wav,1-2;1-1;1
30_002279.wav,5-4;1-3;1;5
30_002413.wav,1-X;1
30_002531.wav,1-3;1;2;2-2
30_002845.wav,1-3;5;5-X;1-2;1
30_002916.wav,1-2;5;1;5-1
30_003026.wav,1-X;1-3;1;1-2
30_003213.wav,1-3;1
30_003410.wav,3-1;3
30_003502.wav,7-X;7;1-2;1-X;1;7-1
30_004063.wav,1-3;1
30_004203.wav,1-2;1-3;1
30_004228.wav,1-2;1
30_004617.wav,1-2;1-3;1
30_004791.wav,1-3;1
30_004878.wav,1-2;1-3;1
30_005171.wav,1-3;1;2;2-2
30_005319.wav,1-2;1-3;1
30_005371.wav,2-X;2;3-1;3
30_005535.wav,1-3;5;5-1;1-1;1
30_005863.wav,1-3;1
30_005879.wav,1-3;1
30_005974.wav,5-4;1-3;1;5
30_005991.wav,1-3;1
30_006040.wav,1-3;1;6-3;6
30_006407.wav,1-3;5;1-1;5-4;1
30_006523.wav,1-2;1-3;1
30_006571.wav,1-3;1;2;2-4
30_006703.wav,1-3;1;1-1
30_006794.wav,5;7-2;7;5-1;7-1
30_007135.wav,1-3;1
30_007430.wav,7-X;7;1-2;1;7-1
30_007753.wav,3-1;3
30_007828.wav,3;1-2;1-X;1;3-1
30_008554.wav,1-2;1-1;1
30_008748.wav,1-3;5;5-1;1-2;1
30_009120.wav,5;1-3;5-1;1-2;1
30_009121.wav,1-3;1;3-1;3
30_009195.wav,7-2;7;3;1-2;1;7-1;3-1
30_009208.wav,1-3;2;7;1-2;1;7-1;2-2
30_009209.wav,1-3;7-2;7;1;7-1
30_009231.wav,1-3;1;2;2-2
30_009238.wav,1-2;1;3-1;3
30_009258.wav,1-3;3;1-2;1;3-1
30_009291.wav,5;7;3;1-2;5-1;1;7-1;3-1
30_009297.wav,1-2;1-3;1
30_009306.wav,1-3;1;5;5-1
30_009314.wav,1-X;1-3;1
30_009355.wav,1-2;1-3;1
30_009374.wav,1-3;1
30_009434.wav,1-3;1
30_009449.wav,1-2;1;1-X
30_009462.wav,1-3;1
30_009466.wav,1-3;1;2;2-1
30_009472.wav,5;5-1;1-2;1-X;5-4;1
30_009475.wav,1-2;1-3;1
30_009496.wav,1-3;2;7;1-2;1;8-1;7-1;8;2-2
30_009500.wav,7-1;7-X;7
30_009516.wav,1-3;7;1-2;8-1;1;7-1;8
30_009530.wav,1-3;2;3;1;3-1;2-2
30_009558.wav,1-3;1;2;2-4
30_009572.wav,1-3;1
30_009597.wav,1-3;1
30_009621.wav,1-3;1;7-1;7
30_009632.wav,7-1;7
30_009634.wav,1-3;7-2;7;1;7-1
30_009649.wav,1-2;1
30_009651.wav,1-3;5;7;5-1;1;7-1
30_009686.wav,1-X;7-1;1;7
30_009711.wav,1-2;5;1;5-1
30_009716.wav,1-3;1;5;5-1
30_009725.wav,1-3;5;5-3;7;5-1;1-2;1;7-1
30_009731.wav,1-3;1;5;5-3
30_009738.wav,1-3;1
30_009740.wav,5;1-3;5-3;5-1;1-2;1
30_009758.wav,1-3;1
30_009766.wav,3;1-2;1-X;1;3-1
30_009818.wav,1-2;1-3;1
30_009827.wav,1-3;2;2-X;3;1-2;1;3-1
30_009833.wav,1-3;5;2;2-1;1-2;5-4;1
30_009843.wav,2-3;1-3;1;2
30_009848.wav,2-X;1-3;1;2
30_009854.wav,5;1-3;5-X;3;1-2;1;3-1
30_009872.wav,5;1-3;2;2-X;7;5-1;1;7-1
30_009982.wav,1-3;5;2;7;1;2-3;5-4;7-1
30_010152.wav,1-3;1
30_010205.wav,1-3;1;1-1
30_010275.wav,1-3;1
30_010357.wav,1-3;1
30_010372.wav,1-2;1
30_010623.wav,1-3;1
30_010753.wav,6-2;1-3;5;6-3;7-X;5-X;4;2-1;2-4;1-X;8-1;7-1;8;6-1;2-2;7;4-3;5-1;2-3;1;3-1;7-4;2;5-3;2-X;4-X;4-2;5-4;5-2;6;7-2;6-X;3;1-2;1-1;4-1;7-3
30_010882.wav,1-1;1
30_011103.wav,1-3;1
30_011330.wav,1-3;1;5;5-1
